2017 NAICS Code,2017 NAICS Title,GHG,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,Reference USEEIO Code,,,,,
541612,Human Resources Consulting Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0,0.078,541610,,,Home Health Equipment Rental,532283,0.102
541613,Marketing Consulting Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0,0.078,541610,,,"kg CO2e/2022 USD, purchaser price",532283,0.102
541614,"Process, Physical Distribution, and Logistics Consulting Services",All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0,0.078,541610,,,Horses and Other Equine Production,112920,1.077
541618,Other Management Consulting Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0,0.078,541610,,,"kg CO2e/2022 USD, purchaser price",112920,1.077
541620,Environmental Consulting Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.09,0,0.09,5416A0,,,Hosiery and Sock Mills,315110,0.06
541690,Other Scientific and Technical Consulting Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.09,0,0.09,5416A0,,,"kg CO2e/2022 USD, purchaser price",315110,0.06
541713,Research and Development in Nanotechnology,All GHGs,"kg CO2e/2022 USD, purchaser price",0.156,0,0.156,541700,,,Hotels (except Casino Hotels) and Motels,721110,0.145
541714,Research and Development in Biotechnology (except Nanobiotechnology),All GHGs,"kg CO2e/2022 USD, purchaser price",0.156,0,0.156,541700,,,"kg CO2e/2022 USD, purchaser price",721110,0.145
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",All GHGs,"kg CO2e/2022 USD, purchaser price",0.156,0,0.156,541700,,,Household Appliance Stores,443141,0.111
541720,Research and Development in the Social Sciences and Humanities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.156,0,0.156,541700,,,"kg CO2e/2022 USD, purchaser price",443141,0.111
541810,Advertising Agencies,All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0,0.085,541800,,,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",423620,0.083
541820,Public Relations Agencies,All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0,0.085,541800,,,"kg CO2e/2022 USD, purchaser price",423620,0.083
541830,Media Buying Agencies,All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0,0.085,541800,,,Household Furniture (except Wood and Metal) Manufacturing,337125,0.168
541840,Media Representatives,All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0,0.085,541800,,,"kg CO2e/2022 USD, purchaser price",337125,0.168
541850,Outdoor Advertising,All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0,0.085,541800,,,Human Resources Consulting Services,541612,0.078
541860,Direct Mail Advertising,All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0,0.085,541800,,,"kg CO2e/2022 USD, purchaser price",541612,0.078
541870,Advertising Material Distribution Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0,0.085,541800,,,Human Rights Organizations,813311,0.059
541890,Other Services Related to Advertising,All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0,0.085,541800,,,"kg CO2e/2022 USD, purchaser price",813311,0.059
541910,Marketing Research and Public Opinion Polling,All GHGs,"kg CO2e/2022 USD, purchaser price",0.08,0,0.08,5419A0,,,Hunting and Trapping,114210,0.127
541921,"Photography Studios, Portrait",All GHGs,"kg CO2e/2022 USD, purchaser price",0.125,0,0.125,541920,,,"kg CO2e/2022 USD, purchaser price",114210,0.127
541922,Commercial Photography,All GHGs,"kg CO2e/2022 USD, purchaser price",0.125,0,0.125,541920,,,Ice Cream and Frozen Dessert Manufacturing,311520,0.55
541930,Translation and Interpretation Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.08,0,0.08,5419A0,,,"kg CO2e/2022 USD, purchaser price",311520,0.55
541940,Veterinary Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.127,0,0.127,541940,,,Ice Manufacturing,312113,0.173
541990,"All Other Professional, Scientific, and Technical Services",All GHGs,"kg CO2e/2022 USD, purchaser price",0.08,0,0.08,5419A0,,,"kg CO2e/2022 USD, purchaser price",312113,0.173
551111,Offices of Bank Holding Companies,All GHGs,"kg CO2e/2022 USD, purchaser price",0.084,0,0.084,550000,,,"Independent Artists, Writers, and Performers",711510,0.033
551112,Offices of Other Holding Companies,All GHGs,"kg CO2e/2022 USD, purchaser price",0.084,0,0.084,550000,,,"kg CO2e/2022 USD, purchaser price",711510,0.033
551114,"Corporate, Subsidiary, and Regional Managing Offices",All GHGs,"kg CO2e/2022 USD, purchaser price",0.084,0,0.084,550000,,,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,333413,0.184
561110,Office Administrative Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.1,0,0.1,561100,,,"kg CO2e/2022 USD, purchaser price",333413,0.184
561210,Facilities Support Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.199,0,0.199,561200,,,Industrial and Personal Service Paper Merchant Wholesalers,424130,0.144
561311,Employment Placement Agencies,All GHGs,"kg CO2e/2022 USD, purchaser price",0.051,0,0.051,561300,,,"kg CO2e/2022 USD, purchaser price",424130,0.144
561312,Executive Search Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.051,0,0.051,561300,,,Industrial Building Construction,236210,0.239
561320,Temporary Help Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.051,0,0.051,561300,,,"kg CO2e/2022 USD, purchaser price",236210,0.239
561330,Professional Employer Organizations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.051,0,0.051,561300,,,Industrial Design Services,541420,0.094
561410,Document Preparation Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,561400,,,"kg CO2e/2022 USD, purchaser price",541420,0.094
561421,Telephone Answering Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,561400,,,Industrial Gas Manufacturing,325120,1.163
561422,Telemarketing Bureaus and Other Contact Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,561400,,,"kg CO2e/2022 USD, purchaser price",325120,1.163
561431,Private Mail Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,561400,,,Industrial Launderers,812332,0.158
561439,Other Business Service Centers (including Copy Shops),All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,561400,,,"kg CO2e/2022 USD, purchaser price",812332,0.158
561440,Collection Agencies,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,561400,,,Industrial Machinery and Equipment Merchant Wholesalers,423830,0.115
561450,Credit Bureaus,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,561400,,,"kg CO2e/2022 USD, purchaser price",423830,0.115
561491,Repossession Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,561400,,,Industrial Mold Manufacturing,333511,0.236
561492,Court Reporting and Stenotype Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,561400,,,"kg CO2e/2022 USD, purchaser price",333511,0.236
561499,All Other Business Support Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,561400,,,Industrial Process Furnace and Oven Manufacturing,333994,0.168
561510,Travel Agencies,All GHGs,"kg CO2e/2022 USD, purchaser price",0.088,0,0.088,561500,,,"kg CO2e/2022 USD, purchaser price",333994,0.168
561520,Tour Operators,All GHGs,"kg CO2e/2022 USD, purchaser price",0.088,0,0.088,561500,,,Industrial Sand Mining,212322,0.184
561591,Convention and Visitors Bureaus,All GHGs,"kg CO2e/2022 USD, purchaser price",0.088,0,0.088,561500,,,"kg CO2e/2022 USD, purchaser price",212322,0.184
561599,All Other Travel Arrangement and Reservation Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.088,0,0.088,561500,,,Industrial Supplies Merchant Wholesalers,423840,0.115
561611,Investigation Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0,0.074,561600,,,"kg CO2e/2022 USD, purchaser price",423840,0.115
561612,Security Guards and Patrol Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0,0.074,561600,,,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",333924,0.234
561613,Armored Car Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0,0.074,561600,,,"kg CO2e/2022 USD, purchaser price",333924,0.234
561621,Security Systems Services (except Locksmiths),All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0,0.074,561600,,,Industrial Valve Manufacturing,332911,0.146
561622,Locksmiths,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0,0.074,561600,,,"kg CO2e/2022 USD, purchaser price",332911,0.146
561710,Exterminating and Pest Control Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.214,0,0.214,561700,,,Inland Water Freight Transportation,483211,0.816
561720,Janitorial Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.214,0,0.214,561700,,,"kg CO2e/2022 USD, purchaser price",483211,0.816
561730,Landscaping Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.214,0,0.214,561700,,,Inland Water Passenger Transportation,483212,0.816
561740,Carpet and Upholstery Cleaning Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.214,0,0.214,561700,,,"kg CO2e/2022 USD, purchaser price",483212,0.816
561790,Other Services to Buildings and Dwellings,All GHGs,"kg CO2e/2022 USD, purchaser price",0.214,0,0.214,561700,,,Institutional Furniture Manufacturing,337127,0.208
561910,Packaging and Labeling Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.127,0,0.127,561900,,,"kg CO2e/2022 USD, purchaser price",337127,0.208
561920,Convention and Trade Show Organizers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.127,0,0.127,561900,,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,334515,0.055
561990,All Other Support Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.127,0,0.127,561900,,,"kg CO2e/2022 USD, purchaser price",334515,0.055
562111,Solid Waste Collection,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,562000,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",334513,0.048
562112,Hazardous Waste Collection,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,562000,,,"kg CO2e/2022 USD, purchaser price",334513,0.048
562119,Other Waste Collection,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,562000,,,Insurance Agencies and Brokerages,524210,0.029
562211,Hazardous Waste Treatment and Disposal,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,562000,,,"kg CO2e/2022 USD, purchaser price",524210,0.029
562212,Solid Waste Landfill,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,562000,,,Interior Design Services,541410,0.094
562213,Solid Waste Combustors and Incinerators,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,562000,,,"kg CO2e/2022 USD, purchaser price",541410,0.094
562219,Other Nonhazardous Waste Treatment and Disposal,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,562000,,,International Trade Financing,522293,0.072
562910,Remediation Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,562000,,,"kg CO2e/2022 USD, purchaser price",522293,0.072
562920,Materials Recovery Facilities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,562000,,,Internet Publishing and Broadcasting and Web Search Portals,519130,0.067
562991,Septic Tank and Related Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,562000,,,"kg CO2e/2022 USD, purchaser price",519130,0.067
562998,All Other Miscellaneous Waste Management Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,562000,,,Interurban and Rural Bus Transportation,485210,0.566
611110,Elementary and Secondary Schools,All GHGs,"kg CO2e/2022 USD, purchaser price",0.186,0,0.186,611100,,,"kg CO2e/2022 USD, purchaser price",485210,0.566
611210,Junior Colleges,All GHGs,"kg CO2e/2022 USD, purchaser price",0.14,0,0.14,611A00,,,Investigation Services,561611,0.074
611310,"Colleges, Universities, and Professional Schools",All GHGs,"kg CO2e/2022 USD, purchaser price",0.14,0,0.14,611A00,,,"kg CO2e/2022 USD, purchaser price",561611,0.074
611410,Business and Secretarial Schools,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,611B00,,,Investment Advice,523930,0.066
611420,Computer Training,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,611B00,,,"kg CO2e/2022 USD, purchaser price",523930,0.066
611430,Professional and Management Development Training,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,611B00,,,Investment Banking and Securities Dealing,523110,0.043
611511,Cosmetology and Barber Schools,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,611B00,,,"kg CO2e/2022 USD, purchaser price",523110,0.043
611512,Flight Training,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,611B00,,,In-Vitro Diagnostic Substance Manufacturing,325413,0.161
611513,Apprenticeship Training,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,611B00,,,"kg CO2e/2022 USD, purchaser price",325413,0.161
611519,Other Technical and Trade Schools,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,611B00,,,Iron and Steel Forging,332111,0.47
611610,Fine Arts Schools,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,611B00,,,"kg CO2e/2022 USD, purchaser price",332111,0.47
611620,Sports and Recreation Instruction,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,611B00,,,Iron and Steel Mills and Ferroalloy Manufacturing,331110,0.769
611630,Language Schools,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,611B00,,,"kg CO2e/2022 USD, purchaser price",331110,0.769
611691,Exam Preparation and Tutoring,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,611B00,,,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,331210,0.343
611692,Automobile Driving Schools,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,611B00,,,"kg CO2e/2022 USD, purchaser price",331210,0.343
611699,All Other Miscellaneous Schools and Instruction,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,611B00,,,Iron Foundries,331511,0.349
611710,Educational Support Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,611B00,,,"kg CO2e/2022 USD, purchaser price",331511,0.349
621111,Offices of Physicians (except Mental Health Specialists),All GHGs,"kg CO2e/2022 USD, purchaser price",0.083,0,0.083,621100,,,Iron Ore Mining,212210,0.54
621112,"Offices of Physicians, Mental Health Specialists",All GHGs,"kg CO2e/2022 USD, purchaser price",0.083,0,0.083,621100,,,"kg CO2e/2022 USD, purchaser price",212210,0.54
621210,Offices of Dentists,All GHGs,"kg CO2e/2022 USD, purchaser price",0.056,0,0.056,621200,,,Irradiation Apparatus Manufacturing,334517,0.097
621310,Offices of Chiropractors,All GHGs,"kg CO2e/2022 USD, purchaser price",0.105,0,0.105,621300,,,"kg CO2e/2022 USD, purchaser price",334517,0.097
621320,Offices of Optometrists,All GHGs,"kg CO2e/2022 USD, purchaser price",0.105,0,0.105,621300,,,Janitorial Services,561720,0.214
621330,Offices of Mental Health Practitioners (except Physicians),All GHGs,"kg CO2e/2022 USD, purchaser price",0.105,0,0.105,621300,,,"kg CO2e/2022 USD, purchaser price",561720,0.214
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",All GHGs,"kg CO2e/2022 USD, purchaser price",0.105,0,0.105,621300,,,Jewelry and Silverware Manufacturing,339910,0.055
621391,Offices of Podiatrists,All GHGs,"kg CO2e/2022 USD, purchaser price",0.105,0,0.105,621300,,,"kg CO2e/2022 USD, purchaser price",339910,0.055
621399,Offices of All Other Miscellaneous Health Practitioners,All GHGs,"kg CO2e/2022 USD, purchaser price",0.105,0,0.105,621300,,,Jewelry Stores,448310,0.138
621410,Family Planning Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.096,0,0.096,621400,,,"kg CO2e/2022 USD, purchaser price",448310,0.138
621420,Outpatient Mental Health and Substance Abuse Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.096,0,0.096,621400,,,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",423940,0.108
621491,HMO Medical Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.096,0,0.096,621400,,,"kg CO2e/2022 USD, purchaser price",423940,0.108
621492,Kidney Dialysis Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.096,0,0.096,621400,,,Junior Colleges,611210,0.14
621493,Freestanding Ambulatory Surgical and Emergency Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.096,0,0.096,621400,,,"kg CO2e/2022 USD, purchaser price",611210,0.14
621498,All Other Outpatient Care Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.096,0,0.096,621400,,,Kaolin and Ball Clay Mining,212324,0.184
621511,Medical Laboratories,All GHGs,"kg CO2e/2022 USD, purchaser price",0.092,0,0.092,621500,,,"kg CO2e/2022 USD, purchaser price",212324,0.184
621512,Diagnostic Imaging Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.092,0,0.092,621500,,,Kidney Dialysis Centers,621492,0.096
621610,Home Health Care Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.104,0,0.104,621600,,,"kg CO2e/2022 USD, purchaser price",621492,0.096
621910,Ambulance Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.18,0,0.18,621900,,,Knit Fabric Mills,313240,0.48
621991,Blood and Organ Banks,All GHGs,"kg CO2e/2022 USD, purchaser price",0.18,0,0.18,621900,,,"kg CO2e/2022 USD, purchaser price",313240,0.48
621999,All Other Miscellaneous Ambulatory Health Care Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.18,0,0.18,621900,,,Labor Unions and Similar Labor Organizations,813930,0.128
622110,General Medical and Surgical Hospitals,All GHGs,"kg CO2e/2022 USD, purchaser price",0.145,0,0.145,622000,,,"kg CO2e/2022 USD, purchaser price",813930,0.128
622210,Psychiatric and Substance Abuse Hospitals,All GHGs,"kg CO2e/2022 USD, purchaser price",0.145,0,0.145,622000,,,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",326130,0.441
622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,All GHGs,"kg CO2e/2022 USD, purchaser price",0.145,0,0.145,622000,,,"kg CO2e/2022 USD, purchaser price",326130,0.441
623110,Nursing Care Facilities (Skilled Nursing Facilities),All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0,0.159,623A00,,,Land Subdivision,237210,0.221
623210,Residential Intellectual and Developmental Disability Facilities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.129,0,0.129,623B00,,,"kg CO2e/2022 USD, purchaser price",237210,0.221
623220,Residential Mental Health and Substance Abuse Facilities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.129,0,0.129,623B00,,,Landscape Architectural Services,541320,0.103
